Detected 32 cores in 1 packages

Core energy units: a1003
Time_unit:10, Energy_unit: 16, Power_unit: 3
Core 3, energy used: 0.0111389W, Package: 114.096W
Core 4, energy used: 0.00762939W, Package: 114.096W
Core 5, energy used: 0.012207W, Package: 114.096W
Core 6, energy used: 0.00930786W, Package: 114.096W
Core 7, energy used: 0.00701904W, Package: 114.096W
Core 8, energy used: 0.00259399W, Package: 114.099W
Core 9, energy used: 0.141449W, Package: 114.099W
Core 10, energy used: 0.00396729W, Package: 114.099W
Core 11, energy used: 0.00778198W, Package: 114.099W
Core 12, energy used: 0.0140381W, Package: 114.099W
Core 13, energy used: 0.00534058W, Package: 114.099W
Core 14, energy used: 0.00167847W, Package: 113.87W
Core 15, energy used: 0.00534058W, Package: 113.87W
Core sum: 0.261536W, Time: 11.016374
Core 0, energy used: 0.0144958W, Package: 119.792W
Core 1, energy used: 0.0184631W, Package: 119.792W
Core 2, energy used: 0.00839233W, Package: 119.792W
Core 3, energy used: 0.00289917W, Package: 119.792W
Core 4, energy used: 0.00671387W, Package: 119.792W
Core 5, energy used: 0.627747W, Package: 119.792W
Core 6, energy used: 0.0143433W, Package: 119.792W
Core 7, energy used: 0.947571W, Package: 119.792W
Core 8, energy used: 0.00671387W, Package: 120.018W
Core 9, energy used: 0.16983W, Package: 120.018W
Core 10, energy used: 0.00534058W, Package: 120.018W
Core 11, energy used: 0.00534058W, Package: 120.018W
Core 12, energy used: 0.00152588W, Package: 120.018W
Core 13, energy used: 0.0038147W, Package: 120.018W
Core 14, energy used: 0.00152588W, Package: 120.018W
Core 15, energy used: 0.00320435W, Package: 120.018W
Core sum: 1.83792W, Time: 12.017843
Core 0, energy used: 0.039978W, Package: 122.001W
Core 1, energy used: 0.0140381W, Package: 122.001W
Core 2, energy used: 0.0227356W, Package: 122.001W
Core 3, energy used: 0.0231934W, Package: 122.001W
Core 4, energy used: 0.012207W, Package: 122.001W
Core 5, energy used: 0.0126648W, Package: 122.001W
Core 6, energy used: 0.00976562W, Package: 122.001W
Core 7, energy used: 1.32019W, Package: 122.001W
Core 8, energy used: 0.00686646W, Package: 121.999W
Core 9, energy used: 0.00930786W, Package: 121.999W
Core 10, energy used: 0.00823975W, Package: 121.999W
Core 11, energy used: 0.0126648W, Package: 121.999W
Core 12, energy used: 0.0152588W, Package: 121.999W
Core 13, energy used: 0.0105286W, Package: 121.999W
Core 14, energy used: 0.00610352W, Package: 121.757W
Core 15, energy used: 0.605774W, Package: 121.757W
Core sum: 2.12952W, Time: 13.019195
Core 0, energy used: 0.0276184W, Package: 113.863W
Core 1, energy used: 0.0285339W, Package: 113.863W
Core 2, energy used: 0.0141907W, Package: 113.863W
Core 3, energy used: 0.0222778W, Package: 113.863W
Core 4, energy used: 0.00640869W, Package: 113.863W
Core 5, energy used: 0.00762939W, Package: 113.863W
Core 6, energy used: 0.0143433W, Package: 113.863W
Core 7, energy used: 0.00274658W, Package: 113.863W
Core 8, energy used: 0.00427246W, Package: 114.089W
Core 9, energy used: 0.0917053W, Package: 114.089W
Core 10, energy used: 0.00427246W, Package: 114.089W
Core 11, energy used: 0.00640869W, Package: 114.089W
Core 12, energy used: 0.0112915W, Package: 114.089W
Core 13, energy used: 0.00610352W, Package: 114.089W
Core 14, energy used: 0.00152588W, Package: 114.089W
Core 15, energy used: 0.00473022W, Package: 114.089W
Core sum: 0.254059W, Time: 14.020738
Core 0, energy used: 0.2948W, Package: 116.321W
Core 1, energy used: 0.0640869W, Package: 116.321W
Core 2, energy used: 0.314331W, Package: 116.321W
Core 3, energy used: 0.0221252W, Package: 116.321W
Core 4, energy used: 0.00564575W, Package: 116.321W
Core 5, energy used: 0.00915527W, Package: 116.321W
Core 6, energy used: 0.0141907W, Package: 116.321W
Core 7, energy used: 0.00610352W, Package: 116.321W
Core 8, energy used: 0.0038147W, Package: 116.078W
Core 9, energy used: 0.126648W, Package: 116.078W
Core 10, energy used: 0.00976562W, Package: 116.078W
Core 11, energy used: 0.00747681W, Package: 116.078W
Core 12, energy used: 0.00152588W, Package: 116.078W
Core 13, energy used: 0.00610352W, Package: 116.078W
Core 14, energy used: 0.00167847W, Package: 116.321W
Core 15, energy used: 0.0050354W, Package: 116.321W
Core sum: 0.892487W, Time: 15.022259
Core 0, energy used: 0.0369263W, Package: 114.63W
Core 1, energy used: 0.0285339W, Package: 114.63W
Core 2, energy used: 0.0248718W, Package: 114.63W
Core 3, energy used: 0.0186157W, Package: 114.63W
Core 4, energy used: 0.00762939W, Package: 114.63W
Core 5, energy used: 0.00946045W, Package: 114.63W
Core 6, energy used: 0.0183105W, Package: 114.63W
Core 7, energy used: 0.00564575W, Package: 114.63W
Core 8, energy used: 0.00762939W, Package: 114.63W
Core 9, energy used: 0.00778198W, Package: 114.63W
Core 10, energy used: 0.0131226W, Package: 114.63W
Core 11, energy used: 0.00976562W, Package: 114.63W
Core 12, energy used: 0.0126648W, Package: 114.63W
Core 13, energy used: 0.00823975W, Package: 114.63W
Core 14, energy used: 0.00427246W, Package: 114.63W
Core 15, energy used: 0.545349W, Package: 114.63W
Core sum: 0.75882W, Time: 16.023683
Core 0, energy used: 0.0115967W, Package: 114.147W
Core 1, energy used: 0.0132751W, Package: 114.147W
Core 2, energy used: 0.0106812W, Package: 114.147W
Core 3, energy used: 0.00259399W, Package: 114.147W
Core 4, energy used: 0.00473022W, Package: 114.147W
Core 5, energy used: 0.0112915W, Package: 114.147W
Core 6, energy used: 0.0167847W, Package: 114.147W
Core 7, energy used: 0.00778198W, Package: 114.147W
Core 8, energy used: 0.00289917W, Package: 114.147W
Core 9, energy used: 0.130615W, Package: 114.147W
Core 10, energy used: 0.00442505W, Package: 114.147W
Core 11, energy used: 0.0395203W, Package: 114.147W
Core 12, energy used: 0.00274658W, Package: 114.147W
Core 13, energy used: 0.00518799W, Package: 114.147W
Core 14, energy used: 0.00137329W, Package: 114.147W
Core 15, energy used: 0.00274658W, Package: 114.147W
Core sum: 0.26825W, Time: 17.025182
Core 0, energy used: 0.0215149W, Package: 113.91W
Core 1, energy used: 0.0146484W, Package: 113.91W
Core 2, energy used: 0.0120544W, Package: 113.91W
Core 3, energy used: 0.00305176W, Package: 113.91W
Core 4, energy used: 0.00442505W, Package: 113.91W
Core 5, energy used: 0.00701904W, Package: 113.91W
Core 6, energy used: 0.0141907W, Package: 113.91W
Core 7, energy used: 0.00350952W, Package: 113.91W
Core 8, energy used: 0.00518799W, Package: 113.909W
Core 9, energy used: 0.0950623W, Package: 113.909W
Core 10, energy used: 0.0158691W, Package: 113.909W
Core 11, energy used: 0.00701904W, Package: 113.909W
Core 12, energy used: 0.00167847W, Package: 113.909W
Core 13, energy used: 0.00778198W, Package: 113.683W
Core 14, energy used: 0.00305176W, Package: 113.683W
Core 15, energy used: 0.0050354W, Package: 113.683W
Core sum: 0.2211W, Time: 18.026717
Core 0, energy used: 0.0473022W, Package: 114.571W
Core 1, energy used: 0.0447083W, Package: 114.571W
Core 2, energy used: 0.0248718W, Package: 114.571W
Core 3, energy used: 0.0141907W, Package: 114.571W
Core 4, energy used: 0.0111389W, Package: 114.571W
Core 5, energy used: 0.015564W, Package: 114.571W
Core 6, energy used: 0.0196838W, Package: 114.571W
Core 7, energy used: 0.0123596W, Package: 114.798W
Core 8, energy used: 0.00778198W, Package: 114.797W
Core 9, energy used: 0.00991821W, Package: 114.797W
Core 10, energy used: 0.00793457W, Package: 114.797W
Core 11, energy used: 0.0132751W, Package: 114.797W
Core 12, energy used: 0.0141907W, Package: 114.797W
Core 13, energy used: 0.0111389W, Package: 114.797W
Core 14, energy used: 0.00671387W, Package: 114.797W
Core 15, energy used: 0.678864W, Package: 114.797W
Core sum: 0.939636W, Time: 19.028268
Core 0, energy used: 0.014801W, Package: 114.111W
Core 1, energy used: 0.00976562W, Package: 114.111W
Core 2, energy used: 0.0106812W, Package: 114.111W
Core 3, energy used: 0.00427246W, Package: 114.111W
Core 4, energy used: 0.00549316W, Package: 114.111W
Core 5, energy used: 0.00793457W, Package: 114.111W
Core 6, energy used: 0.0134277W, Package: 114.111W
Core 7, energy used: 0.00335693W, Package: 114.111W
Core 8, energy used: 0.00320435W, Package: 113.885W
Core 9, energy used: 0.185699W, Package: 113.885W
Core 10, energy used: 0.00915527W, Package: 113.885W
Core 11, energy used: 0.00610352W, Package: 113.885W
Core 12, energy used: 0.00534058W, Package: 113.885W
Core 13, energy used: 0.00518799W, Package: 113.885W
Core 14, energy used: 0.00152588W, Package: 114.111W
Core 15, energy used: 0.00473022W, Package: 114.111W
Core sum: 0.29068W, Time: 20.069768
Core 0, energy used: 0.0263977W, Package: 114.216W
Core 1, energy used: 0.0167847W, Package: 114.216W
Core 2, energy used: 0.0151062W, Package: 114.216W
Core 3, energy used: 0.00900269W, Package: 114.216W
Core 4, energy used: 0.00762939W, Package: 114.216W
Core 5, energy used: 0.0135803W, Package: 114.216W
Core 6, energy used: 0.00549316W, Package: 114.216W
Core 7, energy used: 0.00854492W, Package: 114.216W
Core 8, energy used: 0.00854492W, Package: 114.203W
Core 9, energy used: 0.149231W, Package: 114.203W
Core 10, energy used: 0.01297W, Package: 114.203W
Core 11, energy used: 0.0109863W, Package: 114.203W
Core 12, energy used: 0.0112915W, Package: 114.203W
Core 13, energy used: 0.00595093W, Package: 114.203W
Core 14, energy used: 0.0115967W, Package: 114.203W
Core 15, energy used: 0.00488281W, Package: 114.203W
Core sum: 0.317993W, Time: 21.071235
Core 0, energy used: 0.0570679W, Package: 114.824W
Core 1, energy used: 0.0276184W, Package: 114.824W
Core 2, energy used: 0.0326538W, Package: 114.824W
Core 3, energy used: 0.0236511W, Package: 114.824W
Core 4, energy used: 0.0115967W, Package: 114.824W
Core 5, energy used: 0.0241089W, Package: 114.824W
Core 6, energy used: 0.00869751W, Package: 114.824W
Core 7, energy used: 0.0105286W, Package: 114.598W
Core 8, energy used: 0.0196838W, Package: 114.824W
Core 9, energy used: 0.00839233W, Package: 114.824W
Core 10, energy used: 0.0138855W, Package: 114.824W
Core 11, energy used: 0.0108337W, Package: 114.824W
Core 12, energy used: 0.00686646W, Package: 114.824W
Core 13, energy used: 0.0161743W, Package: 114.824W
Core 14, energy used: 0.0196838W, Package: 114.824W
Core 15, energy used: 0.614166W, Package: 114.824W
Core sum: 0.905609W, Time: 22.072754
Core 0, energy used: 0.0141907W, Package: 114.07W
Core 1, energy used: 0.0144958W, Package: 114.07W
Core 2, energy used: 0.00457764W, Package: 114.07W
Core 3, energy used: 0.00274658W, Package: 114.07W
Core 4, energy used: 0.00396729W, Package: 114.07W
Core 5, energy used: 0.00900269W, Package: 114.07W
Core 6, energy used: 0.00152588W, Package: 114.07W
Core 7, energy used: 0.00579834W, Package: 114.07W
Core 8, energy used: 0.0134277W, Package: 114.066W
Core 9, energy used: 0.145721W, Package: 114.066W
Core 10, energy used: 0.00808716W, Package: 114.066W
Core 11, energy used: 0.00839233W, Package: 114.066W
Core 12, energy used: 0.00152588W, Package: 114.066W
Core 13, energy used: 0.0050354W, Package: 113.84W
Core 14, energy used: 0.0088501W, Package: 113.84W
Core 15, energy used: 0.00518799W, Package: 113.84W
Core sum: 0.252533W, Time: 23.074214
Core 0, energy used: 0.0430298W, Package: 115.71W
Core 1, energy used: 0.0172424W, Package: 115.484W
Core 2, energy used: 0.0158691W, Package: 115.484W
Core 3, energy used: 0.0178528W, Package: 115.484W
Core 4, energy used: 0.00564575W, Package: 115.484W
Core 5, energy used: 0.00869751W, Package: 115.484W
Core 6, energy used: 0.00320435W, Package: 115.484W
Core 7, energy used: 0.33844W, Package: 115.484W
Core 8, energy used: 0.0152588W, Package: 115.71W
Core 9, energy used: 0.00518799W, Package: 115.71W
Core 10, energy used: 0.0198364W, Package: 115.71W
Core 11, energy used: 0.00671387W, Package: 115.71W
Core 12, energy used: 0.00152588W, Package: 115.71W
Core 13, energy used: 0.0050354W, Package: 115.71W
Core 14, energy used: 0.0119019W, Package: 115.71W
Core 15, energy used: 0.0050354W, Package: 115.71W
Core sum: 0.520477W, Time: 24.075695
Core 0, energy used: 0.0546265W, Package: 122.598W
Core 1, energy used: 0.0590515W, Package: 122.598W
Core 2, energy used: 0.297699W, Package: 122.598W
Core 3, energy used: 0.290985W, Package: 122.598W
Core 4, energy used: 0.0108337W, Package: 122.598W
Core 5, energy used: 0.0170898W, Package: 122.598W
Core 6, energy used: 0.00839233W, Package: 122.598W
Core 7, energy used: 1.30707W, Package: 122.598W
Core 8, energy used: 0.020752W, Package: 122.596W
Core 9, energy used: 0.0857544W, Package: 122.354W
Core 10, energy used: 0.0131226W, Package: 122.354W
Core 11, energy used: 0.0135803W, Package: 122.354W
Core 12, energy used: 0.0131226W, Package: 122.354W
Core 13, energy used: 0.0125122W, Package: 122.354W
Core 14, energy used: 0.0244141W, Package: 122.354W
Core 15, energy used: 0.607147W, Package: 122.354W
Core sum: 2.83615W, Time: 25.119069
Core 0, energy used: 0.00320435W, Package: 114.001W
Core 1, energy used: 0.0112915W, Package: 114.001W
Core 2, energy used: 0.00457764W, Package: 114.001W
Core 3, energy used: 0.00335693W, Package: 113.769W
Core 4, energy used: 0.00396729W, Package: 113.769W
Core 5, energy used: 0.00762939W, Package: 113.769W
Core 6, energy used: 0.00167847W, Package: 113.769W
Core 7, energy used: 0.00350952W, Package: 113.769W
Core 8, energy used: 0.015564W, Package: 114.001W
Core 9, energy used: 0.148468W, Package: 114.001W
Core 10, energy used: 0.0146484W, Package: 114.001W
Core 11, energy used: 0.00411987W, Package: 114.001W
Core 12, energy used: 0.00152588W, Package: 114.001W
Core 13, energy used: 0.00671387W, Package: 114.001W
Core 14, energy used: 0.00274658W, Package: 114.001W
Core 15, energy used: 0.00320435W, Package: 114.001W
Core sum: 0.236206W, Time: 26.120473
Core 0, energy used: 0.0161743W, Package: 113.711W
Core 1, energy used: 0.010376W, Package: 113.711W
Core 2, energy used: 0.0128174W, Package: 113.711W
Core 3, energy used: 0.00946045W, Package: 113.711W
Core 4, energy used: 0.00152588W, Package: 113.711W
Core 5, energy used: 0.00778198W, Package: 113.711W
Core 6, energy used: 0.00152588W, Package: 113.711W
Core 7, energy used: 0.0088501W, Package: 113.711W
Core 8, energy used: 0.0128174W, Package: 113.711W
Core 9, energy used: 0.00259399W, Package: 113.711W
Core 10, energy used: 0.0189209W, Package: 113.711W
Core 11, energy used: 0.0311279W, Package: 113.711W
Core 12, energy used: 0.00808716W, Package: 113.711W
Core 13, energy used: 0.0062561W, Package: 113.711W
Core 14, energy used: 0.00152588W, Package: 113.485W
Core 15, energy used: 0.00930786W, Package: 113.485W
Core sum: 0.159149W, Time: 27.121970
Core 0, energy used: 0.0436401W, Package: 115.192W
Core 1, energy used: 0.0241089W, Package: 115.192W
Core 2, energy used: 0.0306702W, Package: 115.192W
Core 3, energy used: 0.0267029W, Package: 115.192W
Core 4, energy used: 0.00701904W, Package: 115.192W
Core 5, energy used: 0.0152588W, Package: 115.192W
Core 6, energy used: 0.00442505W, Package: 115.192W
Core 7, energy used: 0.0119019W, Package: 115.419W
Core 8, energy used: 0.0161743W, Package: 115.419W
Core 9, energy used: 0.244293W, Package: 115.419W
Core 10, energy used: 0.0404358W, Package: 115.419W
Core 11, energy used: 0.0128174W, Package: 115.419W
Core 12, energy used: 0.0160217W, Package: 115.419W
Core 13, energy used: 0.00869751W, Package: 115.419W
Core 14, energy used: 0.00396729W, Package: 115.419W
Core 15, energy used: 0.555267W, Package: 115.419W
Core sum: 1.0614W, Time: 28.123525
Core 0, energy used: 0.00595093W, Package: 117.617W
Core 1, energy used: 0.0135803W, Package: 117.617W
Core 2, energy used: 0.0115967W, Package: 117.617W
Core 3, energy used: 0.22171W, Package: 117.617W
Core 4, energy used: 0.00701904W, Package: 117.617W
Core 5, energy used: 0.0135803W, Package: 117.617W
Core 6, energy used: 0.00854492W, Package: 117.617W
Core 7, energy used: 0.659485W, Package: 117.617W
Core 8, energy used: 0.0164795W, Package: 117.375W
Core 9, energy used: 0.00778198W, Package: 117.375W
Core 10, energy used: 0.0202942W, Package: 117.375W
Core 11, energy used: 0.00869751W, Package: 117.375W
Core 12, energy used: 0.0050354W, Package: 117.617W
Core 13, energy used: 0.00915527W, Package: 117.617W
Core 14, energy used: 0.00564575W, Package: 117.617W
Core 15, energy used: 0.00778198W, Package: 117.617W
Core sum: 1.02234W, Time: 29.125042
Core 0, energy used: 0.0190735W, Package: 121.29W
Core 1, energy used: 0.0210571W, Package: 121.29W
Core 2, energy used: 0.0135803W, Package: 121.29W
Core 3, energy used: 0.0146484W, Package: 121.29W
Core 4, energy used: 0.00488281W, Package: 121.29W
Core 5, energy used: 0.0088501W, Package: 121.29W
Core 6, energy used: 0.0038147W, Package: 121.29W
Core 7, energy used: 1.24924W, Package: 121.29W
Core 8, energy used: 0.0135803W, Package: 121.29W
Core 9, energy used: 0.20401W, Package: 121.29W
Core 10, energy used: 0.0140381W, Package: 121.29W
Core 11, energy used: 0.00534058W, Package: 121.29W
Core 12, energy used: 0.0233459W, Package: 121.29W
Core 13, energy used: 0.00991821W, Package: 121.29W
Core 14, energy used: 0.00259399W, Package: 121.048W
Core 15, energy used: 0.00595093W, Package: 121.048W
Core sum: 1.61392W, Time: 30.126545
Core 0, energy used: 0.0901794W, Package: 115.907W
Core 1, energy used: 0.100708W, Package: 115.907W
Core 2, energy used: 0.0289917W, Package: 115.907W
Core 3, energy used: 0.0679016W, Package: 115.681W
Core 4, energy used: 0.0132751W, Package: 115.681W
Core 5, energy used: 0.0195312W, Package: 115.681W
Core 6, energy used: 0.0109863W, Package: 115.681W
Core 7, energy used: 0.022583W, Package: 115.908W
Core 8, energy used: 0.0271606W, Package: 115.907W
Core 9, energy used: 0.146179W, Package: 115.907W
Core 10, energy used: 0.0344849W, Package: 115.907W
Core 11, energy used: 0.0134277W, Package: 115.907W
Core 12, energy used: 0.0645447W, Package: 115.907W
Core 13, energy used: 0.0137329W, Package: 115.907W
Core 14, energy used: 0.00518799W, Package: 115.907W
Core 15, energy used: 0.678558W, Package: 115.907W
Core sum: 1.33743W, Time: 31.128219
Core 0, energy used: 0.00839233W, Package: 113.893W
Core 1, energy used: 0.0112915W, Package: 113.893W
Core 2, energy used: 0.00915527W, Package: 113.893W
Core 3, energy used: 0.00946045W, Package: 113.893W
Core 4, energy used: 0.0038147W, Package: 113.893W
Core 5, energy used: 0.0062561W, Package: 113.893W
Core 6, energy used: 0.00183105W, Package: 113.893W
Core 7, energy used: 0.0038147W, Package: 113.893W
Core 8, energy used: 0.0167847W, Package: 113.893W
Core 9, energy used: 0.0416565W, Package: 113.893W
Core 10, energy used: 0.0218201W, Package: 113.893W
Core 11, energy used: 0.0038147W, Package: 113.893W
Core 12, energy used: 0.00366211W, Package: 113.893W
Core 13, energy used: 0.00854492W, Package: 113.893W
